Name,Link,Universe,Other Aliases,Education,Place of Origin,Identity,Known Relatives
Atom-Smasher,https://www.marvel.com/characters/atom-smasher-michael-english,['Marvel Universe'],['None'],"['Unrevealed, presumably Michael has extensive knowledge in atomic energy and nuclear physics']",['Unrevealed'],['Secret'],"['Ronald English (brother, deceased)']"
Atom-Smasher,https://www.marvel.com/characters/atom-smasher-ronald-english,['Marvel Universe'],['None'],"['Unrevealed, presumably Ronald has extensive knowledge in atomic energy and nuclear physics']",['Unrevealed'],['Known to authorities'],"['Michael English (brother, deceased)']"
Att-Lass,https://www.marvel.com/characters/att-lass,,,,,,
Attuma,https://www.marvel.com/characters/attuma,,,,,,
Atum,https://www.marvel.com/characters/atum,['Marvel Universe'],"['Demogorge, The God-Eater, Ra, Ammon Ra, Amon Ra, Aten']",['Approximately 1 billion years life experience'],['Subterranean caverns deep within Earth'],['True nature unknown the general public'],"[""Gaea (mother); Demiurge (father); Chthon, Set, Belathauzer, Y'Garon (uncles); Oshtur (aunt); the Ogdoad (uncertain relationship); the Ennead (offspring); Thor (half-brother); related to most of Earthly god pantheons, many others""]"
August Wu of the Coral Shore,https://www.marvel.com/characters/august-wu,['Marvel Universe'],,,,,"['The Wu (Alice Gulliver, daughter)']"
Pug,https://www.marvel.com/characters/augustus-pug-pugliese,,,,,,
Augustus Beezer,https://www.marvel.com/characters/augustus-beezer-ultimate,,['None'],['Unrevealed'],['Unrevealed'],['No duel identity'],['Unrevealed']
Aunt May,https://www.marvel.com/characters/aunt-may-may-parker,['Marvel Universe'],"['May Jameson, May Parker-Jameson, May Parker, May Reilly, May Morgan']",['High School graduate'],"['Brooklyn, New York']",['No dual identity'],"['John Jonah Jameson Sr. (husband), Ben Parker (ex-husband, deceased), unborn child (deceased), Albert & Claire Reilly (parents, deceased), April Reilly, Jan Reilly (sisters), Richard Parker (brother-in-law, deceased), Mary Parker (sister-in-law, deceased), Peter Parker (Spider-Man, nephew), Horace Reilly, William Reilly (paternal uncles, deceased), Claudia Reilly \r\n(paternal aunt, deceased), Sam & Diane Reilly, Roger Reilly, Harold Reilly, Julia, Amanda, Amy, Alexa (last names unrevealed) (cousins), (J. Jonah Jameson Jr. (step-son), \r\nMan-Wolf, step-grandson), extended family through marriage, May Parker Proto-Husk (alleged clone, deceased)']"
Auran,https://www.marvel.com/characters/auran,,,,,,
Aurora,https://www.marvel.com/characters/aurora,['Marvel Universe'],['Once mistaken for Danielle Belmonde'],"[""Madame DuPont's School for Girls""]","['Montreal, Quebec, Canada']",['Secret'],"['Jean-Baptiste Beaubier (father, deceased), unidentified mother (deceased), Jean-Paul Beaubier (Northstar, twin brother) Joanna Beaubier (adopted niece, deceased); Lois and Genevieve Martin (first cousins once removed/adopted parents, deceased)']"
Authority,https://www.marvel.com/characters/authority,['Marvel Universe'],['unrevealed'],['Extensively self-educated'],['Unrevealed'],['Existence unknown to general public'],"['Nicole Mendez (wife, deceased), Rafael Mendez (father, deceased)']"
Avalanche,https://www.marvel.com/characters/avalanche,['Marvel Universe'],['Jon Bloom'],['Unrevealed'],"['Crete, Greece']",['Secret (known to the U.S. government)'],['Kitty Pride (girl friend)']
Avarrish,https://www.marvel.com/characters/avarrish,['Marvel Universe'],['None known'],['Unrevealed'],['Unrevealed'],"[""The general inhabitants of Earth were unaware of Avarrish's existence""]",['None known']
Avoe,https://www.marvel.com/characters/avoe,['Marvel Universe'],['None'],['Unrevealed'],['Unrevealed'],['The general populace of Earth was unaware of her existence'],['None']
Awesome Andy,https://www.marvel.com/characters/awesome-andy,['Marvel Universe'],['unrevealed'],['None'],['unrevealed'],['No dual identity'],"['Mad Thinker (creator),quasimodo (brother),mister fantastic (designer)']"
Axeman Bone,https://www.marvel.com/characters/axeman-bone,['Marvel Universe'],,['Unrevealed'],['Unknown location on the planet Sakaar'],['Known to the inhabitants of Sakaar; the general populace of Earth is unaware of the Axeman Bone’s existence.'],['None known']
Axon,https://www.marvel.com/characters/axon,['Marvel Universe'],['None'],"['Unrevealed, but Axon received military training']",['Unrevealed'],['Secret'],"['Unidentified husband (deceased), unidentified children (deceased)']"
Axum,https://www.marvel.com/characters/axum,['Marvel Universe'],['Battler'],['Unrevealed'],"['Jersey City, New Jersey']",['No dual identity'],"['Unidentified father (deceased), unidentified mother, Benjamin ""Benny"" Broughton (son)']"
Ayo,https://www.marvel.com/characters/ayo,,,,,,
Azazel,https://www.marvel.com/characters/azazel,['Marvel Universe'],"['Beelzebub, Satan, Duma, Keriel, Mastema, Beliar, Gadreel, numerous others']",['Unrevealed'],"['Isla des Demonas, Caribbean Sea']",['None'],"['Kurt Wagner (Nightcrawler, son), Nils Styger (Abyss, son), Kiwi Black (son), numberous other offspring (deceased)']"
Ba'al,https://www.marvel.com/characters/ba-al,['Marvel Universe'],['unrevealed'],['Unrevealed'],"['Nippur, Sumeria (now part of modern Iraq)']",['No dual identity; existence unknown to general public'],"['Anu (father), Asherah (mother), Anath (wife, separated), Dagon, Martu, Ninurta (brothers), Inanna/Ishtar (sister), Nergal, Ningal (half-brothers), Ea (uncle), Ereshkigal (aunt), Ullikumis (nephew), Marduk (cousin), Sà-Bal-Bal (descendant), many others']"
Ba'al,https://www.marvel.com/characters/ba-al-ba-al-hadad,['Marvel Universe'],"[""Adad, Iskur, Lord, Master, Taru, Tesup, Tesup, Teshub; Ba'al the Voracious, the Unforgiving, the immutable, the Unfathomable""]",['Unrevealed'],"['Nippur, Sumeria (now part of modern Iraq)']",['No dual identity; existence unknown to the general public'],"['Anath (wife, separated), Sa-Bal-Bal (descendant), Anu (father), Asherah (mother), Dagon, Martu, Ninurta (brother), Inanna/Ishtar (sister), Nergal, Ningal (half-brothers), Ea (uncle), Ereshkigal (aunt), Ullikumis (nephew), Marduk (cousin), many others']"
Baby Kang,https://www.marvel.com/characters/baby-kang,['Other-Earth (Earth-6311)'],,,"['Other-Earth (Earth-6311), 31st century']",,"['Nathaniel Richards, Cassandra Richards, their son Nathaniel Jr., and matriarch of the Eyriennes; Tara Richards (Huntara), Reed Richards, Franklin Richards, Valeria Richards (all ancestors); various Eyriennes (common ancestry); Victor von Doom (alleged ancestor); Kang\xa0the\xa0Conqueror, Rama-Tut, Scarlet Centurion, Immortus, Victor Timely, Mister Gryphon,\xa0Iron Lad, and numerous other alternate dimensional counterparts and their offspring']"
Bakuto,https://www.marvel.com/characters/bakuto,,,,,,
Balder,https://www.marvel.com/characters/balder,['Marvel Universe'],['The Brave'],['Unrevealed'],['Asgard'],"[""No dual identity; the majority of Earth's population believes Balder to be a mythological figure""]","['Buri (Tiwaz, great-grandfather); Bor (grandfather, deceased); Odin (father, deceased); Frigga (mother); Hermod, Tyr (brothers); Thor, Vidar (half-brothers); Loki (step-brother); Ve, Vili (uncles, deceased); Hoder (cousin); Mimir (granduncle)']"
Balkaa,https://www.marvel.com/characters/balkaa,['Marvel Universe'],,['None'],['Vellus-Kar'],['No dual identity'],['None']
Bambi Modica,https://www.marvel.com/characters/bambi-modica,['Marvel Universe'],['None'],['College graduate'],['Unrevealed'],['No dual identity'],"['Jordan (last name unrevealed, son)']"
Ban-Luck,https://www.marvel.com/characters/ban-luck,['Marvel Universe'],['None known'],['Unrevealed'],['Unrevealed'],['Secret'],['Unknown']
Bang,https://www.marvel.com/characters/bang,['Marvel Universe'],['None'],['Unrevealed'],['Unrevealed'],['Secret'],['None']
Banshee,https://www.marvel.com/characters/banshee,['Marvel Universe'],"['Irish, Agent #215-66, presumably many undercover aliases']","['Bachelor of Science degree from Trinity College, Dublin; police academy']","['Cassidy Keep, County Mayo, Ireland']",['Publicly known'],"['Maeve Rourke Cassidy (wife, deceased), Theresa Rourke Cassidy (Siryn, daughter), Thomas Cassidy (Black Tom Cassidy, cousin), Victoria ""Tori"" Donnely (Maeve\'s cousin), Liam Cassidy (ancestor, deceased)']"
Bantam,https://www.marvel.com/characters/bantam,"['Marvel Universe, formerly Earth-1191']",,['Unrevealed'],['Unrevealed'],['No dual identity'],['None']
Barbarus,https://www.marvel.com/characters/barbarus,['Marvel Universe'],['None'],['Unrevealed'],"['Savage Land, Antarctica']",['Secret'],['None']
Barnacle,https://www.marvel.com/characters/barnacle,['Marvel Universe'],['None'],['Unrevealed'],['Unrevealed'],['Secret'],['None']
Baron Blood,https://www.marvel.com/characters/baron-blood-falsworth,['Marvel Universe'],"['Dr. Charles Cromwell, John Falsworth Jr.']",['Unknown'],"['Falsworth Manor, England']",['Known to European and US Government'],"['Spitfire (Jacqueline Falsworth Crichton, niece), Baron Blood (Crichton) (Kenneth Crichton, Grandnephew), Union Jack (Brian Falsworth) (nephew, deceased), Union Jack (Montgomery Falsworth) (brother, deceased), William Falsworth (father, deceased)']"
Baron Heinrich Zemo,https://www.marvel.com/characters/baron-heinrich-zemo-counter-earth,['Marvel Universe'],['Unrevealed'],['Unrevealed'],"['Germany, Counter-Earth']",['Secret'],"['Baron Helmut Zemo (son, deceased)']"
Baron Mordo,https://www.marvel.com/characters/baron-mordo-karl-mordo,,,,,,
Baron Strucker,https://www.marvel.com/characters/baron-strucker,['Marvel Universe'],['unrevealed'],['University graduate'],"['Strucker Castle, Bavaria, Germany']",['No dual identity'],"['Andrea von Strucker (daughter, deceased), Andreas von Strucker (Swordsman, son), Werner von Strucker (son, deceased), Elsbeth von Strucker (third wife, deceased)']"
Baron von Blitzschlag,https://www.marvel.com/characters/baron-von-blitzschlag,['Marvel Universe'],['None'],['Unrevealed'],['Unrevealed'],['No dual identity'],['None']
Baron Zebek,https://www.marvel.com/characters/baron-zebek,['Marvel Universe'],['None'],['Unrevealed'],['Homeworld'],['No dual identity'],['None']
Baron Zemo,https://www.marvel.com/characters/baron-zemo-heinrich-zemo,['Marvel Universe'],['None known'],['Doctorate Degree'],"['Castle Zemo, Germany']",['Publicly Known'],"['Harbin Zemo (distant ancestor), Hademar Zemo (distant ancestor), Heller Zemo (distant ancestor), Herbert Zemo (distant ancestor), Helmuth Zemo (distant ancestor), Hackett Zemo (distant ancestor), Hartwig Zemo (distant ancestor), Hilliard Zemo (distant ancestor), Hobart Zemo (grandfather), Herman Zemo (father), Hilda Zemo (Wife; Deceased), Helmut Zemo(Son), Heike Zemo (daughter-in-law)']"
Zemo,https://www.marvel.com/characters/baron-zemo-helmut-zemo,,,,,,
Baroness,https://www.marvel.com/characters/baroness-heike-zemo,['Marvel Universe'],['unrevealed'],['Unrevealed'],['Unrevealed'],['No dual identity'],['Helmut Zemo (ex-husband)']
Baroness Blood,https://www.marvel.com/characters/baroness-blood,['Marvel Universe'],"['Baroness, Kenneth Crichton']",['Unknown'],"['Essex, England']",['Secret'],"['Dr. Jacob Cromwell (father, deceased), unnamed sister (deceased), John Crichton (son)']"
Baroness S'Bak,https://www.marvel.com/characters/baroness-s-bak,['Marvel Universe'],"[""Baroness, Baron S'Bak""]",['Unrevealed'],['Unrevealed'],['Unknown to the inhabitants of Earth; publicly known in the Skrull Empire'],['None known']
Basher,https://www.marvel.com/characters/basher,['Marvel Universe'],['None'],['Basher presumably received some training from the Springdale Police Department before he dropped out of the force'],['Unrevealed'],['Known to authorities'],['Unrevealed']
Basilisk,https://www.marvel.com/characters/basilisk-basil-elks,['Marvel Universe'],['None'],['Unrevealed'],"['Norristown, Pennsylvania']",['Secret'],['Unrevealed']
Basilisk,https://www.marvel.com/characters/basilisk-proto-husk,['Marvel Universe'],['None'],['Unrevealed'],"['Arnim Zola’s laboratory; Dallas, Texas']",['Secret'],['Unrevealed']
Bastion,https://www.marvel.com/characters/bastion,['Marvel Universe'],"['Template, Sebastion Gilberti, Nimrod, Master Mold']",['Inapplicable'],['Inapplicable'],['Secret'],"['Rose Gilberti (foster mother, deceased)']"
Batch-13,https://www.marvel.com/characters/batch-13,['Marvel Universe'],['Adaptoid'],['Inapplicable'],['Inapplicable'],['Inapplicable'],"['Super-Adaptoid (original design/creator), Adaptoids (fellow Adaptoids), Super-Adaptoid II (Yelena Belova) (fellow Adaptoid), Adaptoid (New Enforcers) (fellow Adaptoid), Paragon (fellow Adaptoid), Ultra-Adaptoid (fellow Adaptoid), A.I.M. (creator)']"
Battering Ram,https://www.marvel.com/characters/battering-ram,['Marvel UniverseEarth-616'],['None'],['Unrevealed'],['Unrevealed'],['Secret'],['none']
Battlestar,https://www.marvel.com/characters/battlestar-lemar-hoskins,['Marvel Universe'],['Bucky'],['High school level graduate'],"['Chicago, Illinois']",['Secret'],['Leon Hoskins (brother)']
Batwing,https://www.marvel.com/characters/batwing,['Marvel Universe'],['Jimmy'],['High school'],"['Santa Fe, New Mexico']",['Publicly known'],"['Dr. Antonio Santini (father, deceased), Carlotta Santini (mother)']"
Beak,https://www.marvel.com/characters/beak,['Marvel Universe'],['Blackwing'],['Some college-level courses'],"['Cheverly, Maryland (Marvel Encyclopedia 2006: Rotterdam, the Netherlands)']",['Secret'],"['Charles (father), Kathy (mother), Angel Salvadore (wife), Tito (son), Axel (son), Kara (daughter), three unidentified children']"
Beast,https://www.marvel.com/characters/beast-earth-311,['Marvel 1602 (Earth-311)'],['None'],['Student at Carlos Javier’s school'],['England'],['Publicly known'],['Unnamed mother and father']
Beast,https://www.marvel.com/characters/beast-henry-mccoy,['Marvel Universe'],"['Formerly Kreature, Mutate #666']",['Ph.D. Biophysics'],"['Dundee, Illinois']",['Publicly known'],"['Sadie McCoy (grandmother), Edna McCoy (mother), Norton McCoy (father), Robert McCoy (uncle)']"
Beast,https://www.marvel.com/characters/beast-ultimate,['Ultimate Universe'],"['Beast 666, X11']","['College graduate, taking post-graduate courses at time of death']",['Unrevealed'],['Publicly known'],"['Norton McCoy (father), unnamed mother']"
Beautiful Dreamer,https://www.marvel.com/characters/beautiful-dreamer,,,,,,
Bedlam,https://www.marvel.com/characters/bedlam-jesse-aaronson,['Marvel Universe'],['Jesse Bedlam'],['Unrevealed'],['Unrevealed'],['Secret'],"['Kyle (father, deceased), Nina (mother, deceased), Christopher (King Bedlam, brother)']"
Beef,https://www.marvel.com/characters/beef,['Marvel Universe'],['None'],,['Unrevealed'],['Secret'],['None']
Beetle,https://www.marvel.com/characters/beetle-joaquim,['Marvel Universe'],['Unrevealed'],['Some college'],['Unrevealed'],['Unrevealed'],['Unrevealed']
Beetle,https://www.marvel.com/characters/beetle-leila-davis,['Marvel Universe'],['Hardshell'],['Unrevealed'],['Unrevealed'],['Known to government'],"['Anthony ""Tony"" Davis (Ringer, husband, deceased)']"
Beetle,https://www.marvel.com/characters/beetle-mk-ii,['Marvel Universe'],['Unrevealed'],['Some college'],['Unrevealed'],['Unrevealed'],['Unrevealed']
Beetle,https://www.marvel.com/characters/beetle-mk-iii,['Marvel Universe'],['Unrevealed'],['Some college'],['Unrevealed'],['Unrevealed'],['Unrevealed']
